year,journal,title,pmid,doi,publication_status,supplied_pdf_version,eligibility,disease_scope,source_role,official_category,official_category_status,primary_content_class,secondary_content_tags,tag_basis,reading_stage,main_read_completed_on,review_status,supplement_status,stk11_highlight,bibliography,reading_ledger,reading_evidence,source_disease_ids,source_tissue_ids,source_model_ids,source_use_roles,scope_curation_status,scope_reference,scope_reference_line,scope_boundary,scope_facet_status
2021,Clinical Cancer Research,Upregulation of C/EBPα Inhibits Suppressive Activity of Myeloid Cells and Potentiates Antitumor Response in Mice and Patients with Cancer,34407972,10.1158/1078-0432.ccr-21-0986,see source bibliography and intake manifest,publisher_typeset_pdf,included,human hepatocellular carcinoma;murine liver/lung/colon tumor models,cross-tumor clinical/preclinical myeloid-mechanism and omics methodology reference,Translational Cancer Mechanisms and Therapy,official_section,cross-tumor clinical/preclinical myeloid-mechanism and omics methodology reference,targeted-transcriptomics;bulk-transcriptomics;proteomics;spatial-protein-imaging;bioinformatics;myeloid-immunology;preclinical;immunotherapy;statistics,bibliography content classification,main_text_deep_read_complete,2026-09-26,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2021-34407972-language.md;ccr-2021-34407972-evidence.md,hepatocellular-carcinoma;lung-cancer;colorectal-cancer,tumor;blood;spleen;liver;lung,human-clinical;mouse;mouse-cell-line,cross-tumor-methods;preclinical-mechanism,curated-source-scope,ccr-2021-34407972-evidence.md,7,"HumanHCC, nothumanNSCLC. CRcount2table/3proseconflicts. Figure2FDR90–99% contradicts<5%caption; no validated FDRomicsclaim. mm10humanlabel/proteomicsworkflow and celecoxibdoubletclaims conflict. ModelCD8dependence doesnotproveclinicalmediation.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2022,Clinical Cancer Research,A (Controlled) Spill of IL2 for Localized Treatment of Mesothelioma,36190329,10.1158/1078-0432.ccr-22-2626,see source bibliography and intake manifest,author_manuscript,excluded,,,CCR Translations,official_section,commentary,,no secondary topic verification recorded,indexed,,not_reviewed,not_recorded,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md,,,,,unclassified,,,"Article-level source context, not evidence that every expression applies to every listed disease.","{""disease_ids"": ""not-curated-not-absent"", ""model_ids"": ""not-curated-not-absent"", ""tissue_ids"": ""not-curated-not-absent"", ""use_roles"": ""not-curated-not-absent""}"
2022,Clinical Cancer Research,A Cathepsin-Targeted Quenched Activity-Based Probe Facilitates Enhanced Detection of Human Tumors during Resection,35792882,10.1158/1078-0432.ccr-22-1215,see source bibliography and intake manifest,author_manuscript,included,NSCLC surgical imaging with cross-species feasibility models,preclinical-to-clinical molecular imaging translation,Precision Medicine and Imaging,official_section,preclinical-to-clinical molecular imaging translation,molecular-imaging;basic-experiments;flow-cytometry;pharmacokinetics;clinical-feasibility;statistics,bibliography content classification,main_text_deep_read_complete,2026-09-26,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2022-35792882-language.md;ccr-2022-35792882-evidence.md,nsclc,tumor;lung;plasma,human-clinical;human-tissue;human-cell-line;mouse;cdx;canine,lung-primary;preclinical-mechanism;clinical-trial,curated-source-scope,ccr-2022-35792882-evidence.md,7,"30healthy volunteers=23active+7placebo; only two selected cancer cases, one occult and one palpable. Imaging feasibility not therapeutic benefit. Four-dog and small mouse groups. Figure4 P values differ from text; AE severity total inconsistent; Figure1 cell/timing discrepancy. Supplementary material unavailable.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2022,Clinical Cancer Research,A Novel Third-generation EGFR Tyrosine Kinase Inhibitor Abivertinib for EGFR T790M-mutant Non-Small Cell Lung Cancer: a Multicenter Phase I/II Study,34740925,10.1158/1078-0432.ccr-21-2595,see source bibliography and intake manifest,publisher_typeset_pdf,included,EGFR T790M-positive advanced NSCLC,lung phase-I/II targeted-therapy clinical study,Clinical Trials: Targeted Therapy,official_section,lung phase-I/II targeted-therapy clinical study,targeted-therapy;EGFR-resistance;clinical-efficacy;pharmacokinetics;safety;statistics,bibliography content classification,main_text_deep_read_complete,2026-09-26,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2022-34740925-language.md;ccr-2022-34740925-evidence.md,nsclc,tumor;blood,human-clinical,lung-primary,curated-source-scope,ccr-2022-34740925-evidence.md,7,"ORR/PFS/OS reported in209selected evaluablepatients,notall227treated. PhaseIfatalILDmustnotbeomittedwhenpooling safety. CNSsubgroupORRisnotintracranialORR. Discussionresistancepercentagesconflictwithfractions.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2022,Clinical Cancer Research,A Phase 0 Trial of Ceritinib in Patients with Brain Metastases and Recurrent Glioblastoma,34702773,10.1158/1078-0432.ccr-21-1096,see source bibliography and intake manifest,publisher_typeset_pdf,included,recurrent glioblastoma and non-lung brain metastases,cross-tumor phase-0 pharmacokinetic and target-engagement methods reference,Clinical Trials: Targeted Therapy,official_section,cross-tumor phase-0 pharmacokinetic and target-engagement methods reference,pharmacokinetics;pharmacodynamics;targeted-therapy;brain-metastasis;IHC;negative-results,bibliography content classification,main_text_deep_read_complete,2026-09-26,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2022-34702773-language.md;ccr-2022-34702773-evidence.md,glioblastoma;breast-cancer;melanoma;head-and-neck-cancer,tumor;blood;csf,human-clinical,cross-tumor-methods,curated-source-scope,ccr-2022-34702773-evidence.md,7,"No NSCLC patients. Tissue nmol/g versus nmol/mg source conflict; distinguish total Kp from unbound Kp,uu. Archival PD comparator is not immediately pretreatment. No efficacy endpoint.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2022,Clinical Cancer Research,"A Phase I Study Investigating AZD8186, a Potent and Selective Inhibitor of PI3Kβ/δ, in Patients with Advanced Solid Tumors",35247924,10.1158/1078-0432.ccr-21-3087,see source bibliography and intake manifest,publisher_typeset_pdf,included,"advanced solid tumors, predominantly mCRPC; eight lung cases",multi-arm first-in-human dose-finding PK/PD study,Clinical Trials: Targeted Therapy,official_section,multi-arm first-in-human dose-finding PK/PD study,targeted-therapy;PK-PD;pathology;genomics;statistics,bibliography content classification,main_text_deep_read_complete,2026-09-26,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2022-35247924-language.md;ccr-2022-35247924-evidence.md,mixed-solid-tumors;prostate-cancer;lung-squamous,plasma;tumor,human-clinical;human-tissue,clinical-trial;cross-tumor-methods,curated-source-scope,ccr-2022-35247924-evidence.md,7,"147treated/161enrolled,only8lung. Preserve arm-specific RECIST/PSA and DLT denominators. No formal vistusertib-combination RP2D or reverse PK-interaction evaluation. PTEN IHC not genomic deletion; PD target engagement not clinical benefit. Discussion responder-count discrepancies retained.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2022,Clinical Cancer Research,A Randomized Comparison of Nivolumab versus Nivolumab + Docetaxel for Previously Treated Advanced or Recurrent ICI-Naïve Non-Small Cell Lung Cancer: TORG1630,35980349,10.1158/1078-0432.ccr-22-1687,see source bibliography and intake manifest,publisher_typeset_pdf,included,previously treated ICI-naive NSCLC,lung randomized clinical immunotherapy-combination study,Clinical Trials: Immunotherapy,official_section,lung randomized clinical immunotherapy-combination study,immunotherapy;chemotherapy;clinical-efficacy;safety;subgroup-analysis;statistics,bibliography content classification,main_text_deep_read_complete,2026-09-26,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2022-35980349-language.md;ccr-2022-35980349-evidence.md,nsclc,tumor,human-clinical,lung-primary,curated-source-scope,ccr-2022-35980349-evidence.md,7,Early accrual cessation and46%power; OS one-sidedP/90%CI. ORR57/55 differs from survival64/64 and safety65/64. PFS landmark CIs conflict; EGFR OS is nonsignificant. No ICI-rechallenge or synergy proof.,"{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2022,Clinical Cancer Research,A Randomized Phase II Study Comparing Nivolumab with Carboplatin-Pemetrexed for EGFR-Mutated NSCLC with Resistance to EGFR Tyrosine Kinase Inhibitors (WJOG8515L),34921023,10.1158/1078-0432.ccr-21-3194,see source bibliography and intake manifest,publisher_typeset_pdf,included,EGFR-mutated NSCLC after EGFR-TKI resistance,lung randomized clinical trial with exploratory genomic and immune-expression correlates,Clinical Trials: Immunotherapy,official_section,lung randomized clinical trial with exploratory genomic and immune-expression correlates,immunotherapy;EGFR-resistance;targeted-genomics;immune-gene-expression;bioinformatics;clinical-efficacy;statistics;safety,bibliography content classification,main_text_deep_read_complete,2026-09-26,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2022-34921023-language.md;ccr-2022-34921023-evidence.md,nsclc,tumor,human-clinical;computational,lung-primary;clinical-trial;clinical-correlative,curated-source-scope,ccr-2022-34921023-evidence.md,7,Negative primary comparative result;60%CI is not95%CI. T790M-positive patients included after protocol amendment. Exploratory GEP is not validated prediction. Aggregate safety and GEP uncertainty descriptions conflict; detailed omics protocols remain in unread supplements.,"{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2022,Clinical Cancer Research,Activation of Adaptive and Innate Immune Cells via Localized IL2 Cytokine Factories Eradicates Mesothelioma Tumors,35993913,10.1158/1078-0432.ccr-22-1493,see source bibliography and intake manifest,publisher_typeset_pdf,included,preclinical malignant mesothelioma,local cytokine delivery and single-cell immune-phenotyping study,Translational Cancer Mechanisms and Therapy,official_section,local cytokine delivery and single-cell immune-phenotyping study,immunotherapy;single-cell-protein-cytometry;bioinformatics;drug-delivery;basic-experiments;statistics,bibliography content classification,main_text_deep_read_complete,2026-09-26,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2022-35993913-language.md;ccr-2022-35993913-evidence.md,mesothelioma,peritoneal-fluid;pleural-fluid;blood;serum;lung;liver;spleen,mouse;mouse-cell-line;human-cell-line;rat,preclinical-mechanism;cross-tumor-methods,curated-source-scope,ccr-2022-35993913-evidence.md,7,"AB1 mouse efficacy and rat safety, no patient outcomes. CyTOF not scRNA. Doses micrograms/day, extraction may show mg. 7/7combo versus5/7IL2-isotype not formal synergy; survival between them nonsignificant. Immune counts4mice/group not cell-level replicates.640kvs1mcaption discrepancy; transient TGdecrease. Unavailable supplements and historical clinical context.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2022,Clinical Cancer Research,Activity of Adagrasib (MRTX849) in Brain Metastases: Preclinical Models and Clinical Data from Patients with KRASG12C-Mutant Non-Small Cell Lung Cancer,35404402,10.1158/1078-0432.ccr-22-0383,see source bibliography and intake manifest,publisher_typeset_pdf,included,KRAS-mutant NSCLC; KRAS G12C intracranial xenografts and two clinical cases,"mixed retrospective clinicogenomic, preclinical pharmacology and early clinical CNS-activity study",Translational Cancer Mechanisms and Therapy,official_section,"mixed retrospective clinicogenomic, preclinical pharmacology and early clinical CNS-activity study",genomics;STK11;KRAS;brain-metastasis;pharmacology;preclinical;targeted-therapy;statistics,bibliography content classification,main_text_deep_read_complete,2026-09-26,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2022-35404402-language.md;ccr-2022-35404402-evidence.md,nsclc,plasma;csf;brain;tumor,human-clinical;human-cell-line;cdx,clinical-correlative;preclinical-mechanism,curated-source-scope,ccr-2022-35404402-evidence.md,7,"Separate 374 retrospective cases,287 metastatic patients,mouse models and2 selected clinical cases. No KRAS-WT comparator; H23 survival null; case2 systemic SD and grade3 rash. STK11 is model context, not a clinical predictive result. No highlight added.","{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""identified-not-exhaustive"", ""use_roles"": ""identified-not-exhaustive""}"
2022,Clinical Cancer Research,Adding Base-Excision Repair Inhibitor TRC102 to Standard Pemetrexed-Platinum-Radiation in Patients with Advanced Nonsquamous Non-Small Cell Lung Cancer: Results of a Phase I Trial,34740922,10.1158/1078-0432.ccr-21-2025,see source bibliography and intake manifest,publisher_typeset_pdf,included,stage III and oligometastatic stage IVA lung adenocarcinoma,single-arm phase I dose-escalation chemoradiotherapy study,Clinical Trials: Targeted Therapy,official_section,single-arm phase I dose-escalation chemoradiotherapy study,DNA-repair;chemoradiotherapy;dose-escalation;safety;clinical-efficacy;statistics,bibliography content classification,main_text_deep_read_complete,2026-09-26,not_reviewed,not_supplied,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md;ccr-2022-34740922-language.md;ccr-2022-34740922-evidence.md,nsclc;lung-adenocarcinoma,,human-clinical,clinical-trial,curated-source-scope,ccr-2022-34740922-evidence.md,7,Fifteen patients include3stageIVA. No DLT at a capped dose does not establish a reached MTD or no toxicity. 100%ORR is uncontrolled; durvalumab and mechanistic assays were not tested. Keep relapse-specific versus progression/death endpoints separate.,"{""disease_ids"": ""identified-not-exhaustive"", ""model_ids"": ""identified-not-exhaustive"", ""tissue_ids"": ""not-curated-not-absent"", ""use_roles"": ""identified-not-exhaustive""}"
2022,Clinical Cancer Research,All About That Ras: Novel Fusion Drives Ras Pathway Activation in Lung Cancer,35512219,10.1158/1078-0432.ccr-22-0736,see source bibliography and intake manifest,author_manuscript,excluded,,,CCR Translations,official_section,commentary,,no secondary topic verification recorded,indexed,,not_reviewed,not_recorded,no,ccr-corpus-bibliography.csv,ccr-deep-reading-ledger.md,ccr-deep-reading-ledger.md,,,,,unclassified,,,"Article-level source context, not evidence that every expression applies to every listed disease.","{""disease_ids"": ""not-curated-not-absent"", ""model_ids"": ""not-curated-not-absent"", ""tissue_ids"": ""not-curated-not-absent"", ""use_roles"": ""not-curated-not-absent""}"
